title,link,snippet,source,date
"LEADING EXPERTS IN PHILOSOPHY, ECONOMICS, LAW AND ...",https://www.acm.org/binaries/content/assets/press-releases/2019/january/aies-2019.pdf,"Jan 24, 2019 ... Association for the Advancement of Artificial Intelligence; and SIGAI, the ACM Special Interest. Group on Artificial Intelligence, ...",www.acm.org,
